"","trial_index","shelf_index","product_index","product","price","selected","scenario","latency","pre_discounted","id.session"
"2124",4,0,2,"12_ouzo_reg",8.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2125",4,0,3,"averna",14.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2126",4,0,4,"disaronno",29.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2127",4,0,5,"baileys_1000ml",17.99,FALSE,"F6-1",NA,18.99,"5de21dbfd521a00010b47de9"
"2128",4,0,6,"high_mountains",3.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2129",4,0,7,"kronenhof_advocaat",3.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2130",4,0,8,"jagermeister",13.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2131",4,0,9,"amarula",11.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2132",4,0,10,"licor_43",11.99,FALSE,"F6-1",NA,NA,"5de21dbfd521a00010b47de9"
"2133",5,0,0,"ramazzotti",11.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2134",5,0,1,"baileys_700ml",12.99,TRUE,"F6-3",10927,NA,"5de21dbfd521a00010b47de9"
"2135",5,0,2,"amarula",11.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2136",5,0,3,"kronenhof_advocaat",3.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2137",5,0,4,"baileys_1000ml",15.99,FALSE,"F6-3",NA,18.99,"5de21dbfd521a00010b47de9"
"2138",5,0,5,"high_mountains",3.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2139",5,0,6,"12_ouzo_reg",8.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2140",5,0,7,"jagermeister",13.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2141",5,0,8,"averna",14.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2142",5,0,9,"disaronno",29.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2143",5,0,10,"licor_43",11.99,FALSE,"F6-3",NA,NA,"5de21dbfd521a00010b47de9"
"2144",6,0,0,"blanchet_red",6.99,FALSE,"F6-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2145",6,0,1,"12_ouzo_reg",10.99,FALSE,"F6-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2146",6,0,2,"gordons_export_large",14.99,FALSE,"F6-fill_5",NA,17.99,"5de21dbfd521a00010b47de9"
"2147",6,0,3,"rotkappchen",4.99,TRUE,"F6-fill_5",3353,NA,"5de21dbfd521a00010b47de9"
"2148",6,0,4,"gordons_export",11.99,FALSE,"F6-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2149",6,0,5,"lillet",12.99,FALSE,"F6-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2150",6,0,6,"malibu",12.99,FALSE,"F6-fill_5",NA,16.99,"5de21dbfd521a00010b47de9"
"2151",6,0,7,"blanchet_white",6.99,FALSE,"F6-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2152",6,0,8,"smirnoff_de",12.99,FALSE,"F6-fill_5",NA,19.99,"5de21dbfd521a00010b47de9"
"2153",7,0,0,"rotkappchen",4.99,TRUE,"F6-fill_2",4323,NA,"5de21dbfd521a00010b47de9"
"2154",7,0,1,"blanchet_white",6.99,FALSE,"F6-fill_2",NA,NA,"5de21dbfd521a00010b47de9"
"2155",7,0,2,"12_ouzo_reg",10.99,FALSE,"F6-fill_2",NA,13.99,"5de21dbfd521a00010b47de9"
"2156",7,0,3,"malibu",12.99,FALSE,"F6-fill_2",NA,NA,"5de21dbfd521a00010b47de9"
"2157",7,0,4,"gordons_export_large",14.99,FALSE,"F6-fill_2",NA,NA,"5de21dbfd521a00010b47de9"
"2158",7,0,5,"lillet",12.99,FALSE,"F6-fill_2",NA,NA,"5de21dbfd521a00010b47de9"
"2159",7,0,6,"gordons_export",11.99,FALSE,"F6-fill_2",NA,12.99,"5de21dbfd521a00010b47de9"
"2160",7,0,7,"smirnoff_de",12.99,FALSE,"F6-fill_2",NA,19.99,"5de21dbfd521a00010b47de9"
"2161",7,0,8,"blanchet_red",6.99,FALSE,"F6-fill_2",NA,NA,"5de21dbfd521a00010b47de9"
"2162",8,0,0,"lillet",12.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2163",8,0,1,"blanchet_red",6.99,FALSE,"F5-fill_5",NA,9.99,"5de21dbfd521a00010b47de9"
"2164",8,0,2,"rotkappchen",4.99,TRUE,"F5-fill_5",6469,NA,"5de21dbfd521a00010b47de9"
"2165",8,0,3,"smirnoff_de",12.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2166",8,0,4,"12_ouzo_reg",10.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2167",8,0,5,"gordons_export",11.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2168",8,0,6,"gordons_export_large",14.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2169",8,0,7,"malibu",12.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2170",8,0,8,"blanchet_white",6.99,FALSE,"F5-fill_5",NA,NA,"5de21dbfd521a00010b47de9"
"2171",9,0,0,"blanchet_red",6.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2172",9,0,1,"smirnoff_de",12.99,FALSE,"F5-fill_4",NA,19.99,"5de21dbfd521a00010b47de9"
"2173",9,0,2,"blanchet_white",6.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2174",9,0,3,"12_ouzo_reg",10.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2175",9,0,4,"gordons_export_large",14.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2176",9,0,5,"gordons_export",11.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2177",9,0,6,"rotkappchen",4.99,TRUE,"F5-fill_4",9894,NA,"5de21dbfd521a00010b47de9"
"2178",9,0,7,"lillet",12.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2179",9,0,8,"malibu",12.99,FALSE,"F5-fill_4",NA,NA,"5de21dbfd521a00010b47de9"
"2180",0,0,0,"averna",14.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2181",0,0,1,"jagermeister",13.99,TRUE,"F6-4",8667,NA,"5de21ddd625af00010e78477"
"2182",0,0,2,"amarula",11.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2183",0,0,3,"kronenhof_advocaat",3.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2184",0,0,4,"licor_43",11.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2185",0,0,5,"baileys_700ml",12.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2186",0,0,6,"disaronno",29.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2187",0,0,7,"12_ouzo_reg",8.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2188",0,0,8,"baileys_1000ml",14.99,FALSE,"F6-4",NA,18.99,"5de21ddd625af00010e78477"
"2189",0,0,9,"ramazzotti",11.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2190",0,0,10,"high_mountains",3.99,FALSE,"F6-4",NA,NA,"5de21ddd625af00010e78477"
"2191",1,0,0,"gordons_export",11.99,FALSE,"F5-fill_3",NA,17.99,"5de21ddd625af00010e78477"
"2192",1,0,1,"lillet",12.99,FALSE,"F5-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2193",1,0,2,"gordons_export_large",14.99,FALSE,"F5-fill_3",NA,18.99,"5de21ddd625af00010e78477"
"2194",1,0,3,"blanchet_red",6.99,FALSE,"F5-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2195",1,0,4,"rotkappchen",4.99,FALSE,"F5-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2196",1,0,5,"malibu",12.99,FALSE,"F5-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2197",1,0,6,"blanchet_white",6.99,FALSE,"F5-fill_3",NA,9.99,"5de21ddd625af00010e78477"
"2198",1,0,7,"12_ouzo_reg",10.99,FALSE,"F5-fill_3",NA,18.99,"5de21ddd625af00010e78477"
"2199",1,0,8,"smirnoff_de",12.99,TRUE,"F5-fill_3",3913,NA,"5de21ddd625af00010e78477"
"2200",2,0,0,"amarula",11.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2201",2,0,1,"baileys_700ml",14.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2202",2,0,2,"12_ouzo_reg",8.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2203",2,0,3,"jagermeister",13.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2204",2,0,4,"licor_43",11.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2205",2,0,5,"high_mountains",3.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2206",2,0,6,"kronenhof_advocaat",3.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2207",2,0,7,"averna",14.99,TRUE,"F5-1",1992,NA,"5de21ddd625af00010e78477"
"2208",2,0,8,"disaronno",29.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2209",2,0,9,"ramazzotti",11.99,FALSE,"F5-1",NA,NA,"5de21ddd625af00010e78477"
"2210",3,0,0,"jagermeister",13.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2211",3,0,1,"licor_43",11.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2212",3,0,2,"disaronno",29.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2213",3,0,3,"high_mountains",3.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2214",3,0,4,"ramazzotti",11.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2215",3,0,5,"baileys_1000ml",16.99,TRUE,"F6-2",3870,18.99,"5de21ddd625af00010e78477"
"2216",3,0,6,"averna",14.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2217",3,0,7,"kronenhof_advocaat",3.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2218",3,0,8,"amarula",11.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2219",3,0,9,"baileys_700ml",12.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2220",3,0,10,"12_ouzo_reg",8.99,FALSE,"F6-2",NA,NA,"5de21ddd625af00010e78477"
"2221",4,0,0,"kronenhof_advocaat",3.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2222",4,0,1,"averna",14.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2223",4,0,2,"12_ouzo_reg",8.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2224",4,0,3,"high_mountains",3.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2225",4,0,4,"jagermeister",13.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2226",4,0,5,"ramazzotti",11.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2227",4,0,6,"baileys_700ml",13.99,TRUE,"F5-2",1507,NA,"5de21ddd625af00010e78477"
"2228",4,0,7,"licor_43",11.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2229",4,0,8,"amarula",11.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2230",4,0,9,"disaronno",29.99,FALSE,"F5-2",NA,NA,"5de21ddd625af00010e78477"
"2231",5,0,0,"malibu",12.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2232",5,0,1,"lillet",12.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2233",5,0,2,"smirnoff_de",12.99,TRUE,"F5-fill_5",2753,NA,"5de21ddd625af00010e78477"
"2234",5,0,3,"blanchet_red",6.99,FALSE,"F5-fill_5",NA,9.99,"5de21ddd625af00010e78477"
"2235",5,0,4,"rotkappchen",4.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2236",5,0,5,"blanchet_white",6.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2237",5,0,6,"gordons_export_large",14.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2238",5,0,7,"gordons_export",11.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2239",5,0,8,"12_ouzo_reg",10.99,FALSE,"F5-fill_5",NA,NA,"5de21ddd625af00010e78477"
"2240",6,0,0,"high_mountains",3.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2241",6,0,1,"baileys_700ml",12.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2242",6,0,2,"12_ouzo_reg",8.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2243",6,0,3,"kronenhof_advocaat",3.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2244",6,0,4,"baileys_1000ml",17.99,FALSE,"F6-1",NA,18.99,"5de21ddd625af00010e78477"
"2245",6,0,5,"ramazzotti",11.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2246",6,0,6,"jagermeister",13.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2247",6,0,7,"licor_43",11.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2248",6,0,8,"amarula",11.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2249",6,0,9,"disaronno",29.99,FALSE,"F6-1",NA,NA,"5de21ddd625af00010e78477"
"2250",6,0,10,"averna",14.99,TRUE,"F6-1",3089,NA,"5de21ddd625af00010e78477"
"2251",7,0,0,"malibu",12.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2252",7,0,1,"rotkappchen",4.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2253",7,0,2,"blanchet_white",6.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2254",7,0,3,"gordons_export",11.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2255",7,0,4,"lillet",12.99,FALSE,"F6-fill_3",NA,15.99,"5de21ddd625af00010e78477"
"2256",7,0,5,"gordons_export_large",14.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2257",7,0,6,"smirnoff_de",12.99,TRUE,"F6-fill_3",2267,NA,"5de21ddd625af00010e78477"
"2258",7,0,7,"12_ouzo_reg",10.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2259",7,0,8,"blanchet_red",6.99,FALSE,"F6-fill_3",NA,NA,"5de21ddd625af00010e78477"
"2260",8,0,0,"12_ouzo_reg",10.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2261",8,0,1,"rotkappchen",4.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2262",8,0,2,"blanchet_red",6.99,TRUE,"F5-fill_4",2603,NA,"5de21ddd625af00010e78477"
"2263",8,0,3,"blanchet_white",6.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2264",8,0,4,"gordons_export_large",14.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2265",8,0,5,"lillet",12.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2266",8,0,6,"malibu",12.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2267",8,0,7,"smirnoff_de",12.99,FALSE,"F5-fill_4",NA,19.99,"5de21ddd625af00010e78477"
"2268",8,0,8,"gordons_export",11.99,FALSE,"F5-fill_4",NA,NA,"5de21ddd625af00010e78477"
"2269",9,0,0,"12_ouzo_reg",8.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2270",9,0,1,"high_mountains",3.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2271",9,0,2,"licor_43",11.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2272",9,0,3,"disaronno",29.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2273",9,0,4,"kronenhof_advocaat",3.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2274",9,0,5,"baileys_700ml",10.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2275",9,0,6,"jagermeister",13.99,TRUE,"F5-5",1448,NA,"5de21ddd625af00010e78477"
"2276",9,0,7,"averna",14.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2277",9,0,8,"ramazzotti",11.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2278",9,0,9,"amarula",11.99,FALSE,"F5-5",NA,NA,"5de21ddd625af00010e78477"
"2452",0,0,0,"smirnoff_de",12.99,FALSE,"F6-fill_2",NA,19.99,"5de21e36625af00010e784cd"
"2453",0,0,1,"rotkappchen",4.99,TRUE,"F6-fill_2",29572,NA,"5de21e36625af00010e784cd"
"2454",0,0,2,"malibu",12.99,FALSE,"F6-fill_2",NA,NA,"5de21e36625af00010e784cd"
"2455",0,0,3,"gordons_export",11.99,FALSE,"F6-fill_2",NA,12.99,"5de21e36625af00010e784cd"
"2456",0,0,4,"blanchet_red",6.99,FALSE,"F6-fill_2",NA,NA,"5de21e36625af00010e784cd"
"2457",0,0,5,"12_ouzo_reg",10.99,FALSE,"F6-fill_2",NA,13.99,"5de21e36625af00010e784cd"
"2458",0,0,6,"lillet",12.99,FALSE,"F6-fill_2",NA,NA,"5de21e36625af00010e784cd"
"2459",0,0,7,"blanchet_white",6.99,FALSE,"F6-fill_2",NA,NA,"5de21e36625af00010e784cd"
"2460",0,0,8,"gordons_export_large",14.99,FALSE,"F6-fill_2",NA,NA,"5de21e36625af00010e784cd"
"2461",1,0,0,"malibu",12.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2462",1,0,1,"lillet",12.99,FALSE,"F6-fill_3",NA,15.99,"5de21e36625af00010e784cd"
"2463",1,0,2,"12_ouzo_reg",10.99,TRUE,"F6-fill_3",11862,NA,"5de21e36625af00010e784cd"
"2464",1,0,3,"blanchet_white",6.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2465",1,0,4,"smirnoff_de",12.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2466",1,0,5,"gordons_export_large",14.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2467",1,0,6,"gordons_export",11.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2468",1,0,7,"blanchet_red",6.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2469",1,0,8,"rotkappchen",4.99,FALSE,"F6-fill_3",NA,NA,"5de21e36625af00010e784cd"
"2470",2,0,0,"disaronno",29.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2471",2,0,1,"jagermeister",13.99,TRUE,"F5-5",7778,NA,"5de21e36625af00010e784cd"
"2472",2,0,2,"amarula",11.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2473",2,0,3,"baileys_700ml",10.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2474",2,0,4,"kronenhof_advocaat",3.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2475",2,0,5,"ramazzotti",11.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2476",2,0,6,"averna",14.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2477",2,0,7,"high_mountains",3.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2478",2,0,8,"12_ouzo_reg",8.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2479",2,0,9,"licor_43",11.99,FALSE,"F5-5",NA,NA,"5de21e36625af00010e784cd"
"2480",3,0,0,"blanchet_white",6.99,FALSE,"F5-fill_1",NA,9.99,"5de21e36625af00010e784cd"
"2481",3,0,1,"rotkappchen",4.99,TRUE,"F5-fill_1",13602,NA,"5de21e36625af00010e784cd"
"2482",3,0,2,"blanchet_red",6.99,FALSE,"F5-fill_1",NA,13.99,"5de21e36625af00010e784cd"
"2483",3,0,3,"12_ouzo_reg",10.99,FALSE,"F5-fill_1",NA,16.99,"5de21e36625af00010e784cd"
"2484",3,0,4,"malibu",12.99,FALSE,"F5-fill_1",NA,NA,"5de21e36625af00010e784cd"
"2485",3,0,5,"gordons_export",11.99,FALSE,"F5-fill_1",NA,NA,"5de21e36625af00010e784cd"
"2486",3,0,6,"gordons_export_large",14.99,FALSE,"F5-fill_1",NA,NA,"5de21e36625af00010e784cd"
"2487",3,0,7,"smirnoff_de",12.99,FALSE,"F5-fill_1",NA,NA,"5de21e36625af00010e784cd"
"2488",3,0,8,"lillet",12.99,FALSE,"F5-fill_1",NA,16.99,"5de21e36625af00010e784cd"
"2489",4,0,0,"jagermeister",13.99,TRUE,"F5-4",7143,NA,"5de21e36625af00010e784cd"
"2490",4,0,1,"baileys_700ml",11.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2491",4,0,2,"high_mountains",3.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2492",4,0,3,"averna",14.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2493",4,0,4,"ramazzotti",11.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2494",4,0,5,"licor_43",11.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2495",4,0,6,"amarula",11.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2496",4,0,7,"12_ouzo_reg",8.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2497",4,0,8,"disaronno",29.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2498",4,0,9,"kronenhof_advocaat",3.99,FALSE,"F5-4",NA,NA,"5de21e36625af00010e784cd"
"2499",5,0,0,"lillet",12.99,FALSE,"F6-fill_1",NA,14.99,"5de21e36625af00010e784cd"
